NumTasks,NormalizedPerf
10,0.4834429288920099
20,0.5218102158580892
30,0.5218102158580894
40,0.5167389246786553
50,0.230489668885293
60,0.5218102158580893
70,0.5771465590938234
80,0.5218102158580894
90,0.5167389246786552
100,0.5167389246786553
